Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2019
Data downloaded on 12-April-2023
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Seward County,Nebraska,31159,1124.9,873.7,1402.7
Manassas Park City,Virginia,51685,1127.4,729.5,1674.6
Sierra County,New Mexico,35051,1127.5,798.9,1544
Gasconade County,Missouri,29073,1127.9,697.1,1671.1
Sabine County,Texas,48403,1129.2,689.7,1660
Fulton County,Arkansas,05049,1129.3,750.3,1595
Rusk County,Wisconsin,55107,1129.5,708.2,1696.6
Lunenburg County,Virginia,51111,1133.2,774.1,1664.9
Perquimans County,North Carolina,37143,1135.1,713.9,1670.7
Ste. Genevieve County,Missouri,29186,1136,704.1,1640.8
Northampton County,Virginia,51131,1137.1,761.6,1604.2
Union County,Iowa,19175,1139.4,765.8,1545.4
Hughes County,South Dakota,46065,1140.7,752.2,1666.9
Winneshiek County,Iowa,19191,1144.1,829.1,1555.4
Perry County,Mississippi,28111,1144.2,758.3,1633.7
Clay County,Alabama,01027,1144.6,731.6,1633.8
Wayne County,Illinois,17191,1147.4,732.6,1692.5
Appomattox County,Virginia,51011,1148.1,749.1,1637
Texas County,Oklahoma,40139,1149.1,766.7,1621.2
Iowa County,Iowa,19095,1155,810.1,1612.8
Greene County,Virginia,51079,1156.7,681.7,1679.3
Uinta County,Wyoming,56041,1157.8,835.2,1509.9
Hughes County,Oklahoma,40063,1160.4,796.5,1652.1
Tama County,Iowa,19171,1160.5,801.2,1592.6
Grundy County,Tennessee,47061,1162,777.5,1650.8
Sibley County,Minnesota,27143,1166.6,787.5,1704.3
Wright County,Iowa,19197,1166.7,790.3,1529.1
Lawrence County,Kentucky,21127,1167.6,787,1648.9
Craig County,Oklahoma,40035,1169,726.1,1671
Dade County,Georgia,13083,1169.7,728.3,1713.6
Jasper County,Georgia,13159,1169.9,767.3,1700.9
Jackson Parish,Louisiana,22049,1170.2,724.6,1819.1
Fulton County,Pennsylvania,42057,1171.6,741.2,1766
Pitkin County,Colorado,08097,1171.7,759.5,1695.7
Beadle County,South Dakota,46005,1171.8,762.7,1751
Adams County,Washington,53001,1174.4,885.5,1528.8
Buffalo County,Wisconsin,55011,1175.6,690.6,1752.4
Gooding County,Idaho,16047,1175.7,829.1,1602.3
Lawrence County,Mississippi,28077,1176.4,866.8,1543.9
Crawford County,Michigan,26039,1179,736.2,1761.8
Red River County,Texas,48387,1180.5,773.8,1657.2
Bayfield County,Wisconsin,55007,1182.3,755,1708.5
Macon County,Missouri,29121,1182.4,842.7,1624.9
Price County,Wisconsin,55099,1182.8,794.7,1650.5
Middlesex County,Virginia,51119,1184,804.2,1635.8
Harrison County,Ohio,39067,1186.7,799.1,1682.8
Seward County,Kansas,20175,1186.8,816.8,1625.2
Arenac County,Michigan,26011,1187.2,723.9,1809
Piatt County,Illinois,17147,1188.6,725.7,1756.8
Lafayette County,Wisconsin,55065,1189.3,747.6,1745.3
Morgan County,Ohio,39115,1189.6,841.8,1573.1
Buena Vista County,Iowa,19021,1195.1,836.2,1603.2
Floyd County,Virginia,51063,1196.4,773.1,1694.5
West Feliciana Parish,Louisiana,22125,1196.5,740.2,1758
Kingfisher County,Oklahoma,40073,1196.6,827.2,1648.2
Cass County,Iowa,19029,1196.8,834.2,1577.8
Colusa County,California,06011,1196.9,741.8,1825.7
Clay County,Arkansas,05021,1198.4,783.6,1661.8
Las Animas County,Colorado,08071,1198.4,774.2,1806.3
Johnson County,Tennessee,47091,1199.6,737.2,1712.4
Conecuh County,Alabama,01035,1202.2,804.8,1719.1
Missaukee County,Michigan,26113,1203.1,802.3,1723.4
Crawford County,Wisconsin,55023,1203.9,801.7,1728
Falls County,Texas,48145,1208.4,730.2,1900.5
Robertson County,Texas,48395,1209.4,724,1817.8
Bledsoe County,Tennessee,47007,1212.3,781.4,1730.6
Harrison County,Kentucky,21097,1213.2,789.9,1729.1
Potter County,Pennsylvania,42105,1214.2,796.9,1797.4
Dallas County,Missouri,29059,1217.8,738.7,1781.3
Dent County,Missouri,29065,1219.7,774.3,1784.1
Yalobusha County,Mississippi,28161,1221,792.2,1752.1
Screven County,Georgia,13251,1221.1,797.7,1757.4
Izard County,Arkansas,05065,1225.5,860.5,1674.7
Harrison County,Iowa,19085,1227.4,852.4,1715.1
Towns County,Georgia,13281,1227.9,776.2,1762
Eastland County,Texas,48133,1230.2,769.7,1812.2
Los Alamos County,New Mexico,35028,1230.4,875.2,1670.8
Caldwell County,Kentucky,21033,1230.9,855,1687.6
Redwood County,Minnesota,27127,1231.5,855.8,1692
Union County,Illinois,17181,1233.4,766.2,1845.8
Calhoun County,Mississippi,28013,1234.8,820.5,1727.8
Lee County,Texas,48287,1235.6,759.8,1813.9
Garrard County,Kentucky,21079,1237.2,800.8,1827.6
Chowan County,North Carolina,37041,1237.6,791.9,1793.8
Hardy County,West Virginia,54031,1237.7,833.3,1732.8
Fleming County,Kentucky,21069,1238,829.7,1691.2
Lawrence County,Arkansas,05075,1238.7,818.7,1697.2
Hood River County,Oregon,41027,1239.2,752,1863.3
Hutchinson County,Texas,48233,1240.7,756.7,1919.9
Big Horn County,Montana,30003,1247.4,976.4,1555.7
Smith County,Mississippi,28129,1249.4,832.6,1777.1
Monroe County,West Virginia,54063,1252.3,837.5,1739.6
Mitchell County,North Carolina,37121,1257.2,755.1,1897.1
Hockley County,Texas,48219,1257.2,782.7,1976.4
Leon County,Texas,48289,1258.3,777.3,1862.6
Glacier County,Montana,30035,1258.4,1022.1,1484.8
Brooks County,Georgia,13027,1259,860.3,1852.7
Warren County,Illinois,17187,1259.5,813.3,1862.7
Poweshiek County,Iowa,19157,1260.8,860.2,1765.8
Washburn County,Wisconsin,55129,1262.3,806.3,1874.4
Dickenson County,Virginia,51051,1263.8,806.7,1736.2
Jones County,Texas,48253,1264.7,766.2,1904.4
Pamlico County,North Carolina,37137,1266.8,820.7,1951.9
Grant County,West Virginia,54023,1268.7,860.7,1801.4
Presque Isle County,Michigan,26141,1270.9,846.6,1812.8
Floyd County,Iowa,19067,1273.6,855.1,1730.5
Socorro County,New Mexico,35053,1278,859.6,1767.6
Jefferson County,Georgia,13163,1285.3,829.4,1840
Madison County,Arkansas,05087,1285.4,871.3,1786.4
Park County,Colorado,08093,1285.6,838.6,1876.6
Jerome County,Idaho,16053,1286.2,866,1834.1
Cedar County,Iowa,19031,1287,872.3,1803.7
Gonzales County,Texas,48177,1290.7,814.1,1872.5
Macon County,Georgia,13193,1291.4,894.2,1788.4
Lewis County,Kentucky,21135,1292,891.7,1746.3
Long County,Georgia,13183,1296.3,879.8,1826.2
Dodge County,Minnesota,27039,1296.6,885,1759.8
Pend Oreille County,Washington,53051,1296.9,979.1,1757.8
Otero County,Colorado,08089,1298.7,884.5,1830.8
Amite County,Mississippi,28005,1300,890.2,1806
San Juan County,Utah,49037,1300.7,1027.9,1594.1
Humphreys County,Tennessee,47085,1302.4,817,1943.9
Nelson County,Virginia,51125,1303.4,861.4,1848.8
Otoe County,Nebraska,31131,1304.9,1022.4,1587.6
Summers County,West Virginia,54089,1305.8,889.5,1862.3
Ben Hill County,Georgia,13017,1307.5,848.4,1916.5
Livingston County,Missouri,29117,1308.6,870.3,1822.6
Breathitt County,Kentucky,21025,1310.1,914.8,1748.6
Douglas County,Illinois,17041,1312.8,837.3,1871.1
Lamar County,Georgia,13171,1314.2,820.5,1862.1
Avery County,North Carolina,37011,1314.4,809,1903.6
Hancock County,Illinois,17067,1315.8,825.9,1934.8
Crenshaw County,Alabama,01041,1316.5,849.3,1856.3
Crawford County,Illinois,17033,1316.7,817.7,2008.9
Bourbon County,Kentucky,21017,1316.9,840.5,2010.4
Houston County,Minnesota,27055,1321.2,892.3,1805.8
Bates County,Missouri,29013,1323.2,929.7,1814.4
Braxton County,West Virginia,54007,1323.7,877.4,1730.8
Nodaway County,Missouri,29147,1324.8,933,1820.9
Brantley County,Georgia,13025,1325.1,835.4,1937.6
Beckham County,Oklahoma,40009,1326.4,889.4,1870.1
Kossuth County,Iowa,19109,1327.8,915.2,1810.6
Young County,Texas,48503,1329.5,846.4,1971.7
Brown County,Indiana,18013,1330,892.9,1914.3
King William County,Virginia,51101,1330.5,849.4,1927.8
Choctaw County,Alabama,01023,1332.5,934.4,1839.4
Fulton County,Indiana,18049,1334.4,894.2,1979.1
Calhoun County,Florida,12013,1334.8,1069.6,1612
Appling County,Georgia,13001,1335.8,899.8,1898.2
Burleson County,Texas,48051,1340.5,815.1,2045.4
Waseca County,Minnesota,27161,1341.8,895,1862.6
Jefferson County,Iowa,19101,1342.2,904.2,1837.7
Rush County,Indiana,18139,1343.1,914.2,1931.5
Parke County,Indiana,18121,1343.2,917,2008.3
Pawnee County,Oklahoma,40117,1343.5,892.4,1871.6
Dukes County,Massachusetts,25007,1344.5,902.1,1956.2
Marquette County,Wisconsin,55077,1344.5,892,1958.4
Elmore County,Idaho,16039,1346,871.5,1982
Edgar County,Illinois,17045,1348.7,805.4,1952.1
Grayson County,Virginia,51077,1348.8,919.1,1871.2
Bristol City,Virginia,51520,1349.3,850.9,1977.5
Grant County,Arkansas,05053,1350.6,848.6,1933.8
Davison County,South Dakota,46035,1351.1,872,1873.1
Colonial Heights City,Virginia,51570,1354.9,900.4,1922.9
Tipton County,Indiana,18159,1357.8,898.6,1862.8
Brunswick County,Virginia,51025,1358,890.8,1942.2
Choctaw County,Oklahoma,40023,1358.6,901.9,1908.1
Wright County,Missouri,29229,1360,820.7,1908.4
Pike County,Georgia,13231,1361.5,840.4,2000.8
Fayette County,Alabama,01057,1365,906.1,1859.9
Mccormick County,South Carolina,45065,1367.1,1002.4,1763.3
Jackson County,Arkansas,05067,1368.2,920.7,1944
Polk County,Tennessee,47139,1369.2,896.1,1995.5
Adair County,Missouri,29001,1370.5,884,1969.2
Trinity County,Texas,48455,1371.2,874.8,1943.4
Hart County,Kentucky,21099,1372.1,895.6,1989.7
Stutsman County,North Dakota,38093,1372.7,1042.5,1788.2
Gray County,Texas,48179,1372.9,869.6,2095.7
Union County,Tennessee,47173,1373.2,841,2090
Oglala Lakota County,South Dakota,46102,1373.3,1198,1557.7
Mariposa County,California,06043,1375.2,859.1,2027.9
Sevier County,Utah,49041,1377.5,1029.5,1795.1
Freestone County,Texas,48161,1381.4,864.9,2020.7
Montour County,Pennsylvania,42093,1382.6,891.4,2089.8
Fountain County,Indiana,18045,1382.7,944.8,1927.8
Neosho County,Kansas,20133,1382.8,983.2,1803.8
Arkansas County,Arkansas,05001,1383.5,983.3,1869.6
Jefferson County,Idaho,16051,1384.2,940.2,1887.3
Dewitt County,Texas,48123,1386.8,882.4,2118.8
Vernon County,Missouri,29217,1388.2,858.5,2074.6
Martin County,Minnesota,27091,1390.4,988.9,1864
Morgan County,Missouri,29141,1392.3,845.5,2090.1
Berrien County,Georgia,13019,1393.4,879.4,1983.5
Sawyer County,Wisconsin,55113,1393.9,959.9,1889.6
Bosque County,Texas,48035,1395.6,869.4,2080.4
Hardin County,Iowa,19083,1395.7,972.3,1928.4
Kewaunee County,Wisconsin,55061,1396.5,878.4,2121.3
Yancey County,North Carolina,37199,1398.6,872.9,2015.1
Montague County,Texas,48337,1399.1,856.4,2088.2
Bourbon County,Kansas,20011,1399.6,1027.9,1827.2
Inyo County,California,06027,1399.9,900.6,2036.3
Perry County,Indiana,18123,1400.5,939.4,1996.9
Simpson County,Kentucky,21213,1401.7,928.6,1943.3
Wayne County,Missouri,29223,1402.1,916.6,1925.5
Green Lake County,Wisconsin,55047,1404.8,906,1982
Henry County,Iowa,19087,1407.4,984.5,1937.3
Gem County,Idaho,16045,1408.5,986.1,1937.1
Lewis County,West Virginia,54041,1409.1,1001.7,1898.8
Rockcastle County,Kentucky,21203,1410.9,944.4,2040.5
Dooly County,Georgia,13093,1411,955,1963.1
Gulf County,Florida,12045,1412.4,1145.5,1719.7
Claiborne Parish,Louisiana,22027,1415.5,945,2083.7
Madison County,Idaho,16065,1416.4,1007.4,1888.2
Spencer County,Kentucky,21215,1420,916.4,2092.6
Marion County,Kentucky,21155,1420.5,963.4,1986.5
Jackson County,Iowa,19097,1420.6,937.3,1999.6
Washington County,Nebraska,31177,1420.9,1057.5,1824.2
Delaware County,Iowa,19055,1424.6,1004.1,1962.9
Kanabec County,Minnesota,27065,1425.2,985.4,1902.5
Spencer County,Indiana,18147,1425.5,950.8,2058.3
Carroll County,Iowa,19027,1425.5,1002.4,1919.4
Carbon County,Utah,49007,1426.4,1085.9,1806.9
Noble County,Ohio,39121,1428.9,955.2,1965.2
Tallahatchie County,Mississippi,28135,1429,1005.6,1939.9
Richland County,Wisconsin,55103,1429.2,933.4,2044.1
Gogebic County,Michigan,26053,1430.5,921.8,2023
Sevier County,Arkansas,05133,1432.1,1031.6,1889.8
Burnett County,Wisconsin,55013,1433.2,944.1,2045.1
Clayton County,Iowa,19043,1436.2,993.4,1942.4
Casey County,Kentucky,21045,1436.7,982.8,1986
Jackson County,Wisconsin,55053,1438.5,917,2043.6
Banks County,Georgia,13011,1440.8,938.2,2158.6
Giles County,Virginia,51071,1445.6,978.2,2026.8
Vinton County,Ohio,39163,1446.7,1177.8,1726
Calhoun County,South Carolina,45017,1447.2,967.7,1976.5
Pike County,Missouri,29163,1449.9,984.3,2047.8
Hale County,Alabama,01065,1450.6,1009.1,2003.4
Lincoln County,Wyoming,56023,1451.5,1089.8,1896.1
Franklin Parish,Louisiana,22041,1454.1,829.9,2177.2
Chickasaw County,Mississippi,28017,1455,1055.4,1985.5
Pierce County,Georgia,13229,1456.7,947.4,2073
Page County,Iowa,19145,1457.8,1041.1,1878.2
Yankton County,South Dakota,46135,1458.8,964.9,2090.5
Union County,Florida,12125,1459.3,1091.2,1845.3
Elbert County,Georgia,13105,1459.3,906.5,2152.7
Wayne County,Tennessee,47181,1459.6,915.3,2141.9
Mahaska County,Iowa,19123,1460.5,1009,1994.6
Hamilton County,Florida,12047,1463.2,1169.2,1783.3
Benton County,Tennessee,47005,1464.6,965.6,2130.1
Taylor County,Wisconsin,55119,1465.2,937.7,2044.2
Blaine County,Idaho,16013,1466,995.3,2022.6
Clinton County,Missouri,29049,1468.1,975.5,2107.7
Drew County,Arkansas,05043,1473.1,988.1,2035.3
Idaho County,Idaho,16049,1475,1145,1874.4
Stone County,Mississippi,28131,1475,978.9,2114.4
Covington County,Mississippi,28031,1476.9,986.4,2086.8
Fentress County,Tennessee,47049,1477.9,992.6,2058.5
Barbour County,West Virginia,54001,1479.2,1003.8,2004.2
Perry County,Illinois,17145,1480.3,909,2130.2
Smith County,Tennessee,47159,1483.8,1002.5,2118.1
Rolette County,North Dakota,38079,1485.8,1192.2,1812.5
Marshall County,Oklahoma,40095,1487.3,995.9,2078.1
Summit County,Colorado,08117,1487.4,938.7,2175.6
Chaffee County,Colorado,08015,1488.1,964.8,2104.5
Cook County,Georgia,13075,1489.1,1001.8,2044.6
Osage County,Kansas,20139,1489.3,1105.2,1925
Waynesboro City,Virginia,51820,1492.6,973.2,2234.8
Nottoway County,Virginia,51135,1497.8,1037,2121.1
Plaquemines Parish,Louisiana,22075,1500.5,996.8,2161.8
Wasatch County,Utah,49051,1501.5,1152.8,1903.7
Morgan County,Colorado,08087,1502,1025.8,2156.1
Bamberg County,South Carolina,45009,1503.5,1041.8,2018.7
Rabun County,Georgia,13241,1503.9,927.1,2243.9
Lamar County,Alabama,01075,1505.1,1022,2030.8
Madison County,North Carolina,37115,1506.9,962.1,2206.8
Jones County,Iowa,19105,1509.2,1009.7,2128.8
Nobles County,Minnesota,27105,1511.2,1070.4,2077.2
Mercer County,Kentucky,21167,1513.2,954.8,2209
Franklin County,Arkansas,05047,1514,1013.4,2082.3
Routt County,Colorado,08107,1514.5,992.1,2176
Fayette County,Iowa,19065,1519.3,1077.1,2111
Lavaca County,Texas,48285,1519.5,970.8,2190.9
Lamoille County,Vermont,50015,1520,1215.6,1826.1
Patrick County,Virginia,51141,1522.7,988.3,2148.1
Mcduffie County,Georgia,13189,1524.2,977.3,2209.1
Lancaster County,Virginia,51103,1528.4,1119.9,2014.5
Fayette County,Illinois,17051,1529.2,962.1,2209.5
Roane County,West Virginia,54087,1531,1088,2065.4
Kleberg County,Texas,48273,1531.3,936.9,2272.3
Jefferson County,Florida,12065,1531.5,1179,1903.7
Morgan County,Georgia,13211,1533.3,952.5,2202.9
Aitkin County,Minnesota,27001,1533.3,1105.6,2019.8
Perry County,Missouri,29157,1533.6,1030.8,2219
Clarke County,Mississippi,28023,1535,1039.5,2133.5
Morgan County,Tennessee,47129,1536.2,979.7,2277.4
Dickinson County,Kansas,20041,1536.6,1148.3,1972.8
Benzie County,Michigan,26019,1539.4,1020.8,2167.7
Kalkaska County,Michigan,26079,1543.5,961.1,2157.4
Tyler County,Texas,48457,1545.2,1044.9,2223.3
Mason County,Kentucky,21161,1546.9,1110.1,2060.4
Richland Parish,Louisiana,22083,1548.5,934.2,2296.3
Prince Edward County,Virginia,51147,1550.4,1042,2210.2
Panola County,Texas,48365,1551.2,961.5,2354
Plymouth County,Iowa,19149,1552.7,1087.7,2179.2
Cross County,Arkansas,05037,1553,1084.4,2102.4
Wetzel County,West Virginia,54103,1562.5,1083.5,2079.3
Marion County,Arkansas,05089,1565.8,1056.6,2237.9
Saline County,Illinois,17165,1570.2,963.5,2373.9
Yell County,Arkansas,05149,1570.9,1051.7,2163.7
Limestone County,Texas,48293,1576.5,979,2310.8
Franklin County,Indiana,18047,1580.8,1063.5,2296.1
Lampasas County,Texas,48281,1582.2,1006.2,2323.6
Cassia County,Idaho,16031,1584.8,1173.1,2030.2
Meeker County,Minnesota,27093,1584.8,1105.7,2125.1
Walthall County,Mississippi,28147,1585,1137.7,2107.6
Washington County,Georgia,13303,1585.9,1008.9,2310.5
Buchanan County,Iowa,19019,1590.6,1093.7,2197.8
Sharp County,Arkansas,05135,1592.2,1088.4,2246.4
Uvalde County,Texas,48463,1593.4,1017.9,2377.5
Woodward County,Oklahoma,40153,1599.4,1145.4,2121.6
Lincoln County,New Mexico,35027,1600.4,1179.3,2100.1
Trigg County,Kentucky,21221,1612.2,1122,2179.8
Franklin County,Georgia,13119,1614.2,1001.4,2476.9
Sullivan County,Indiana,18153,1614.7,1016.8,2316.6
Worth County,Georgia,13321,1615.2,1019.9,2323.1
Mitchell County,Georgia,13205,1616.3,1017.2,2393.3
Jersey County,Illinois,17083,1622.7,1037.5,2379.4
Greene County,North Carolina,37079,1622.8,1026.5,2356
Pottawatomie County,Kansas,20149,1623.1,1180.3,2052.5
Russell County,Kentucky,21207,1628.2,1165,2153.5
Baker County,Oregon,41001,1629.6,1086.3,2275.7
Lee County,South Carolina,45061,1629.6,1136.5,2201.4
Breckinridge County,Kentucky,21027,1633,1078.2,2340.2
Fredericksburg City,Virginia,51630,1635,1066.9,2314.6
Lawrence County,South Dakota,46081,1635.2,1172.1,2141
Saunders County,Nebraska,31155,1637.4,1271.7,2060.6
Ellis County,Kansas,20051,1637.5,1177,2115.6
New Kent County,Virginia,51127,1655.4,1045.9,2368.1
Allen County,Kentucky,21003,1657.7,1076.6,2350.7
Greene County,Georgia,13133,1658.2,1101.8,2353.2
Minidoka County,Idaho,16067,1659.4,1154.3,2208.7
Unicoi County,Tennessee,47171,1661.9,1133.8,2268.1
Jackson County,Oklahoma,40065,1662.5,1162.3,2319.3
Mcintosh County,Georgia,13191,1665.6,1090,2251.5
Langlade County,Wisconsin,55067,1668.9,1135.6,2299.2
Pemiscot County,Missouri,29155,1673.2,1223,2170.7
Bremer County,Iowa,19017,1673.7,1178.7,2249.1
Adair County,Kentucky,21001,1673.8,1103.9,2318.6
Knott County,Kentucky,21119,1674.7,1223.4,2217.4
Plumas County,California,06063,1676.4,1028.2,2522.7
Buckingham County,Virginia,51029,1677.1,1160.6,2364.3
Hubbard County,Minnesota,27057,1677.8,1220.4,2230
Southampton County,Virginia,51175,1678.9,1137.4,2342.2
Shelby County,Texas,48419,1679.9,1088.9,2451.1
Fairfax City,Virginia,51600,1680.7,1193,2289
Juniata County,Pennsylvania,42067,1681.8,978,2513.3
Washington County,Iowa,19183,1684.7,1167.7,2305.2
Alleghany County,Virginia,51005,1685.7,1146.5,2341.1
Dickinson County,Iowa,19059,1687.1,1182.1,2268.2
Westmoreland County,Virginia,51193,1689.4,1125.8,2328.2
Grant Parish,Louisiana,22043,1690.4,1152,2395.5
Conway County,Arkansas,05029,1696.1,1194.7,2298.1
Fillmore County,Minnesota,27045,1697,1189.2,2300.2
Lincoln County,Montana,30053,1704.4,1293.9,2185.5
Glades County,Florida,12043,1705.3,1268.5,2134
Sumner County,Kansas,20191,1706.1,1235.1,2224.8
Clay County,Kentucky,21051,1714,1136.9,2386.7
Schuyler County,New York,36097,1714.1,1310.7,2141
Jasper County,Mississippi,28061,1717.8,1213.3,2331.1
Leelanau County,Michigan,26089,1721.9,1196.3,2404.7
Scott County,Tennessee,47151,1724.3,1103.1,2464.4
Grainger County,Tennessee,47057,1725.2,1123.6,2566.4
Morgan County,West Virginia,54065,1725.2,1145.6,2478.6
Winchester City,Virginia,51840,1725.4,1068.1,2508.2
Geary County,Kansas,20061,1725.7,1301.8,2198.1
Glenn County,California,06021,1726.3,1033.2,2528.2
Gilchrist County,Florida,12041,1731.4,1323.2,2210
Jefferson County,Kansas,20087,1731.4,1209.5,2225.6
Hopewell City,Virginia,51670,1731.8,1142.8,2416.8
Concordia Parish,Louisiana,22029,1733.5,1140.5,2501.7
Taylor County,West Virginia,54091,1735.5,1216.4,2344.6
Dixie County,Florida,12029,1737.9,1352.7,2126.4
Mccreary County,Kentucky,21147,1738.1,1221.5,2350.2
Rowan County,Kentucky,21205,1740.1,1260.4,2335.2
Stark County,North Dakota,38089,1742,1353,2220.6
Logan County,Colorado,08075,1742.1,1236.5,2373.1
Van Buren County,Arkansas,05141,1742.6,1224.4,2363
New Madrid County,Missouri,29143,1742.9,1254.3,2317.3
Washington County,Alabama,01129,1747.4,1227.7,2350.3
Starke County,Indiana,18149,1749.3,1128.6,2542.9
Caswell County,North Carolina,37033,1749.8,1081.2,2562.2
Henry County,Missouri,29083,1751,1045.7,2504.6
Wabasha County,Minnesota,27157,1751.2,1233.7,2357.5
Woodford County,Kentucky,21239,1751.5,1148.9,2522.7
George County,Mississippi,28039,1752.4,1178,2474.9
Park County,Wyoming,56029,1754.6,1326.9,2249.1
Putnam County,Georgia,13237,1761.1,1158.5,2500.2
St. James Parish,Louisiana,22093,1765.9,1150.2,2504.7
Crisp County,Georgia,13081,1766.5,1140,2427.6
Shelby County,Illinois,17173,1766.6,1117.7,2620.4
Juneau City and Borough,Alaska,02110,1767.1,1331.4,2258.2
Crawford County,Missouri,29055,1772.8,1181.1,2486.3
Fayette County,Texas,48149,1775.4,1123.6,2602.3
Adair County,Oklahoma,40001,1777.5,1206.5,2525.7
Paulding County,Ohio,39125,1779.6,1244.7,2369.5
Payette County,Idaho,16075,1781.1,1242.2,2394.7
Dawson County,Nebraska,31047,1781.4,1387.5,2225
Franklin County,Kansas,20059,1783.6,1346.1,2289.9
Le Sueur County,Minnesota,27079,1784.5,1186.5,2478.8
Overton County,Tennessee,47133,1785.9,1193.2,2594.4
Osceola County,Michigan,26133,1789,1169.3,2585.9
Jay County,Indiana,18075,1790.6,1228.2,2458.4
Anderson County,Kentucky,21005,1791.9,1138,2692.2
Todd County,Minnesota,27153,1793.1,1275.3,2440.5
Dakota County,Nebraska,31043,1793.5,1557.3,2067.3
Ray County,Missouri,29177,1796.3,1128.4,2560.5
Elbert County,Colorado,08039,1797.1,1192.8,2581.2
Meade County,South Dakota,46093,1800.9,1514,2140
Albany County,Wyoming,56001,1801.7,1372.2,2311.4
Sabine Parish,Louisiana,22085,1802,1161.2,2569.5
Charlevoix County,Michigan,26029,1805,1195,2559.8
Hale County,Texas,48189,1806.4,1154.7,2664.3
Allen Parish,Louisiana,22003,1807.1,1167.8,2603.2
Logan County,Arkansas,05083,1808.8,1237.3,2463.5
Summit County,Utah,49043,1809.1,1323.2,2387.1
Otsego County,Michigan,26137,1810.1,1207.9,2607.8
Tishomingo County,Mississippi,28141,1811.6,1251.9,2555.8
Telfair County,Georgia,13271,1812.1,1252.8,2522.1
Warren County,North Carolina,37185,1813.6,1143.8,2678.8
Burke County,Georgia,13033,1816.1,1176.5,2574.1
Saline County,Missouri,29195,1816.4,1274.4,2475.3
Saluda County,South Carolina,45081,1817.6,1267.8,2475.7
Wayne County,Mississippi,28153,1818.5,1296.7,2512.9
Orange County,Indiana,18117,1821.6,1190.3,2609.1
Emanuel County,Georgia,13107,1823.3,1248.8,2569.9
Randolph County,Arkansas,05121,1823.4,1301.8,2511.1
Calhoun County,Texas,48057,1825.4,1287.9,2492.4
Juneau County,Wisconsin,55057,1829.5,1180.6,2635.8
Kent County,Maryland,24029,1835.3,1482.5,2250.9
Attala County,Mississippi,28007,1836.1,1297.9,2451.6
Brookings County,South Dakota,46011,1836.9,1509.8,2180.1
Wasco County,Oregon,41065,1837.3,1217.6,2604.2
Meriwether County,Georgia,13199,1838.1,1167.7,2639.7
Jo Daviess County,Illinois,17085,1838.2,1109.9,2641.5
Tippah County,Mississippi,28139,1839.9,1278.5,2523.2
Iowa County,Wisconsin,55049,1840,1159.1,2643.7
Custer County,Oklahoma,40039,1844.2,1315.5,2458.8
Milam County,Texas,48331,1844.3,1160.2,2770.3
Texas County,Missouri,29215,1844.7,1250.5,2571.5
Washington County,Indiana,18175,1846.4,1198.2,2588.8
Titus County,Texas,48449,1846.8,1112.6,2897.3
Owen County,Indiana,18119,1851.3,1240.4,2620.4
Currituck County,North Carolina,37053,1854.6,1194.8,2685.9
East Feliciana Parish,Louisiana,22037,1857.4,1256.8,2648.5
Hampshire County,West Virginia,54027,1860.4,1330.6,2481.9
Mcdonald County,Missouri,29119,1861.5,1239.4,2655
Benton County,Iowa,19011,1867.3,1302.1,2481.2
Wayne County,Kentucky,21231,1870.1,1286.7,2647.1
Bee County,Texas,48025,1870.4,1078.2,2953.3
Miller County,Missouri,29131,1872.5,1301.2,2670.9
Carroll County,Arkansas,05015,1875,1221.4,2634.3
Brown County,Minnesota,27015,1875.4,1357.3,2464
Trempealeau County,Wisconsin,55121,1876.1,1179.5,2701.1
Colorado County,Texas,48089,1882.2,1231,2603.1
Jefferson County,Oregon,41031,1883.1,1217.6,2731
Dickinson County,Michigan,26043,1885.1,1138,2957.6
Morehouse Parish,Louisiana,22067,1885.3,1174.8,2709.2
Mcdonough County,Illinois,17109,1885.8,1180.3,2803.3
Clay County,Mississippi,28025,1888.6,1260.1,2665.4
Labette County,Kansas,20099,1891.9,1443.8,2443.7
Bandera County,Texas,48019,1892.9,1151.8,2750.2
Bertie County,North Carolina,37015,1893.3,1265.3,2826.9
Salem City,Virginia,51775,1895.3,1259.6,2693.7
Randolph County,Missouri,29175,1896.6,1330.1,2529
Clark County,Wisconsin,55019,1897.3,1203.9,2667.1
Lyon County,Minnesota,27083,1898.9,1360.1,2465.9
Tillamook County,Oregon,41057,1900.1,1282.5,2644.1
Holmes County,Mississippi,28051,1901.3,1395.1,2453.8
Goochland County,Virginia,51075,1902.2,1213.7,2695.2
Del Norte County,California,06015,1902.8,1200.8,2888.5
Piscataquis County,Maine,23021,1903,1647,2188.6
Adams County,Wisconsin,55001,1904.8,1174.8,2781.8
Henry County,Alabama,01067,1906.5,1322.4,2613.7
West Baton Rouge Parish,Louisiana,22121,1912.1,1261.1,2746.9
Emmet County,Michigan,26047,1914.5,1299.5,2686.9
Union Parish,Louisiana,22111,1915.3,1307.6,2718.9
Randolph County,Indiana,18135,1918.4,1347.7,2620.1
Mille Lacs County,Minnesota,27095,1929.2,1421.1,2552.3
Cass County,Nebraska,31025,1929.7,1552.4,2301.1
